LINK,state,permalink,shortlink,title,body,share header,share subhead,share text,image location,hashtags
https://share.commoncause.org/vote-hawaii,Hawaii,/voting-info/hawaii,/vote-hawaii,Hawaii - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://elections.hawaii.gov/voter-service-centers-and-places-of-deposit/)
* [Absentee Voting Information >>](https://elections.hawaii.gov/frequently-asked-questions/voting-by-mail/)
* [Voter ID Requirements >>](https://elections.hawaii.gov/voters/hawaii-votes-by-mail/)
* [Track Your Absentee Ballot >>](https://ballotstatus.hawaii.gov/ballotreceipt)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Hawaii voting information!","Hawaii: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/HAWAII.png,
https://share.commoncause.org/vote-idaho,Idaho,/voting-info/idaho,/vote-idaho,Idaho - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://elections.sos.idaho.gov/ElectionLink/ElectionLink/ViewPollingLocation.aspx)
* [Absentee Voting Information >>](https://idahovotes.gov/absentee-voter-information/)
* [Voter ID Requirements >>](https://idahovotes.gov/identification-requirements/)
* [Track Your Absentee Ballot >>](https://idahovotes.gov/online-voter-tools/)
* [Voting FAQ >>](https://docs.google.com/document/d/1OwCx3R1TbFOp7PvjD3H6GHEMSZqiqbSsO4bxo2FuxOE/)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Idaho voting information!","Idaho: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/IDAHO.png,
https://share.commoncause.org/vote-illinois,Illinois,/voting-info/illinois,/vote-illinois,Illinois - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://ova.elections.il.gov/PollingPlaceLookup.aspx)
* [Absentee Voting Information >>](https://www.elections.il.gov/DocDisplay.aspx?Doc=/Downloads/VotingAndRegistrationSystems/PDF/VoteByMailFAQ.pdf&amp;MID=374)
* [Voter ID Requirements >>](https://www.elections.il.gov/Main/FAQ.aspx?MID=whDn5mxRbJU%3d&amp;MFAQH=7fm7seT6Z57C0ZS041fSEpqzAyRc0qFWU8X5%2fKAmF3iBIyOKd0C3p4KeZ8Te8x1u#BEREP)
* Track Your Absentee Ballot: Voters in Cook County can [track their ballot >>](https://www.cookcountyclerk.com/service/your-voter-information)
* [Voting FAQ >>](https://docs.google.com/document/d/1xIbseTFAIRV1KQbnJl5yrXULnh7DLdg_KWZ2nGQunpY/)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Illinois voting information!","Illinois: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/ILLINOIS.png,
https://share.commoncause.org/vote-indiana,Indiana,/voting-info/indiana,/vote-indiana,Indiana - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://indianavoters.in.gov/PublicSite/PublicMain.aspx)
* [Absentee Voting Information >>](http://www.in.gov/sos/elections/2402.htm)
* [Voter ID Requirements >>](http://www.in.gov/sos/elections/2401.htm)
* Track Your Absentee Ballot: Voters in Indiana should should [directly contact their local election officials >>](https://indianavoters.in.gov/CountyContact/Index))
* [Voting FAQ >>]()

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Indiana voting information!","Indiana: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/INDIANA.png,
https://share.commoncause.org/vote-iowa,Iowa,/voting-info/iowa,/vote-iowa,Iowa - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://sos.iowa.gov/elections/voterreg/pollingplace/search.aspx)
* [Absentee Voting Information >>](https://sos.iowa.gov/elections/electioninfo/absenteeinfo.html)
* [Voter ID Requirements >>](https://sos.iowa.gov/elections/voterinformation/edfaq.html#3)
* [Track Your Absentee Ballot >>](https://sos.iowa.gov/elections/absenteeballotstatus/absentee/search)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Iowa voting information!","Iowa: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/IOWA.png,
https://share.commoncause.org/vote-kansas,Kansas,/voting-info/kansas,/vote-kansas,Kansas - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://myvoteinfo.voteks.org/VoterView)
* [Absentee Voting Information >>](https://www.sos.ks.gov/elections/elections-faq.html#Advance-Voting)
* [Voter ID Requirements >>](https://sos.ks.gov/elections/photo-id.html)
* [Track Your Absentee Ballot >>](https://myvoteinfo.voteks.org/voterview)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Kansas voting information!","Kansas: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/KANSAS.png,
https://share.commoncause.org/vote-kentucky,Kentucky,/voting-info/kentucky,/vote-kentucky,Kentucky - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://www.sos.ky.gov/elections/Pages/Polling-Locations.aspx)
* [Absentee Voting Information >>](https://www.sos.ky.gov/elections/Pages/2020-General-Updates.aspx)
* [Voter ID Requirements >>](https://elect.ky.gov/Frequently-Asked-Questions/Pages/Election-Day-Information.aspx)
* [Track Your Absentee Ballot >>](https://vrsws.sos.ky.gov/vic/)
* [Voting FAQ >>](https://docs.google.com/document/d/1nbicK2cuvj45twoMTg-B5SLr4F5So3FdV3-vB7qZ_w4/)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Kentucky voting information!","Kentucky: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/KENTUCKY.png,
https://share.commoncause.org/vote-louisiana,Louisiana,/voting-info/louisiana,/vote-louisiana,Louisiana - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://voterportal.sos.la.gov/)
* [Absentee Voting Information >>](https://www.sos.la.gov/ElectionsAndVoting/Vote/VoteByMail/Pages/default.aspx)
* [Voter ID Requirements >>](https://www.sos.la.gov/ElectionsAndVoting/Vote/FrequentlyAskedQuestions/Pages/VotingOnElectionDay.aspx?OwnershipName=VotingOnElectionDay&amp;faqid=0)
* [Track Your Absentee Ballot >>](https://voterportal.sos.la.gov/)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Louisiana voting information!","Louisiana: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/LOUISIANA.png,
https://share.commoncause.org/vote-maine,Maine,/voting-info/maine,/vote-maine,Maine - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](http://www.maine.gov/portal/government/edemocracy/voter_lookup.php)
* [Absentee Voting Information >>](http://www.maine.gov/sos/cec/elec/voter-info/absent.html)
* [Voter ID Requirements >>](http://www.maine.gov/sos/cec/elec/voter-info/right.html)
* [Track Your Absentee Ballot >>](https://apps.web.maine.gov/cgi-bin/online/AbsenteeBallot/ballot_status.pl)
* [Voting FAQ >>](https://docs.google.com/document/d/1FxNlaR8lrptCAOkroPmAlM4DvA30vgwL7Du6apytDB0/)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Maine voting information!","Maine: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/MAINE.png,
https://share.commoncause.org/vote-maryland,Maryland,/voting-info/maryland,/vote-maryland,Maryland - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](http://www.elections.state.md.us/voting/where.html)
* [Absentee Voting Information >>](http://www.elections.state.md.us/voting/absentee.html)
* [Voter ID Requirements >>](http://www.elections.state.md.us/voting/election_day_questions.html#_Toc190229207)
* [Track Your Absentee Ballot >>](https://voterservices.elections.maryland.gov/VoterSearch)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Maryland voting information!","Maryland: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/MARYLAND.png,
https://share.commoncause.org/vote-massachusetts,Massachusetts,/voting-info/massachusetts,/vote-massachusetts,Massachusetts - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](http://www.wheredoivotema.com/bal/myelectioninfo.aspx)
* [Absentee Voting Information >>](http://www.sec.state.ma.us/ele/eleabsentee/absidx.htm)
* [Voter ID Requirements >>](http://www.sec.state.ma.us/ele/eleidreq/idrequirementsidx.htm)
* [Track Your Absentee Ballot >>](https://www.sec.state.ma.us/wheredoivotema/track/trackmyballot.aspx)
* [Voting FAQ >>](https://docs.google.com/document/d/1PU9S4ytY2JmSizJUISJWfPx_dJLzQ7rCsmloKet7u3c/)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Massachusetts voting information!","Massachusetts: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/MASSACHUSETTS.png,
https://share.commoncause.org/vote-michigan,Michigan,/voting-info/michigan,/vote-michigan,Michigan - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://mvic.sos.state.mi.us/Voter/index)
* [Absentee Voting Information >>](http://www.michigan.gov/sos/0)
* [Voter ID Requirements >>](http://www.michigan.gov/sos/0,4670,7-127-1633_8716-178123--,00.html)
* [Track Your Absentee Ballot >>](https://www.michigan.gov/sos/0)
* [Voting FAQ >>](https://docs.google.com/document/d/1t471aOmNXCkSQ4WjvcJgMNNpIH7QFZtsGNbOjCfbB-U/)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Michigan voting information!","Michigan: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/MICHIGAN.png,
https://share.commoncause.org/vote-minnesota,Minnesota,/voting-info/minnesota,/vote-minnesota,Minnesota - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](http://pollfinder.sos.state.mn.us/)
* [Absentee Voting Information >>](https://www.sos.state.mn.us/elections-voting/other-ways-to-vote/)
* [Voter ID Requirements >>](http://www.sos.state.mn.us/elections-voting/election-day-voting/do-i-need-to-bring-id/)
* [Track Your Absentee Ballot >>](https://mnvotes.sos.state.mn.us/AbsenteeBallotStatus.aspx)
* [Voting FAQ >>](https://docs.google.com/document/d/1__n1xF09XDpSLImRBWXQMkSvbqraPNIBkN1_-_eTH_c/)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Minnesota voting information!","Minnesota: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/MINNESOTA.png,
